plant_ID,line,batch,type,pop,no,nod_alive,nod,leaf,fru,flo,root_BM,shoot_BM,seed_BM,date_diss,diss,diss_note,plot,loc,survive,field_notes,line_ID
1-O07,DE7,one,pheno,de,7,19,23,17,0,0,0.0227,0.0559,0,17-Jun-15,Andrea and Jessica,4 senesced,plot_1,O07,1,"herb,fewleaves",de7
1-O08,DU4,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,O08,1,harv,du4
1-O09,KA24,one,pheno,ka,24,19,23,10,6,0,0.0259,0.0306,0,11-Aug-15,Steffi ,in notebook,plot_1,O09,1,herbfewleaves,ka24
1-O10,RBE38,two,pheno,rbe,38,5,14,33,0,0,0.0397,0.0741,0,18-Aug-15,Steffi ,NA,plot_1,O10,1,small,rbex38
1-O12,HTR1,one,pheno,htr,1,69,81,56,0,0,0.051,0.0931,0,not recorded,Grant,12 senesced,plot_1,O12,1,NA,htr1
1-O13,WT39,one,pheno,wt,39,50,52,62,0,0,NA,NA,NA,18-Aug-15,Steffi ,NA,plot_1,O13,1,short,wt39
1-O14,WR34,one,pheno,wr,34,50,54,172,0,0,0.1572,0.6223,0,30-Jul-15,Andrea and Jessica ,NA,plot_1,O14,1,harv,wr34
1-O15,DU4,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,O15,0,died,dux4
1-O16,DU17,two,pheno,du,17,11,17,18,0,0,0.0199,0.0244,0,not recorded,Grant,6 senesced,plot_1,O16,1,fewleaves,dux17
1-O17,FZ17,two,reference,fz,17,5,5,8,0,0,0.0112,0.0206,0,5-Sep-14,Rebecca,NA,plot_1,O17,1,fewleaves,fzx17
1-P01,FOR15,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,P01,1,harv,forx15
1-P02,WR34,two,reference,wr,34,8,8,7,0,0,0.0028,0.0046,0,5-Sep-14,Rebecca,NA,plot_1,P02,1,fewleaves,wrx34
1-P03,WT39,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,P03,1,harv,wtx39
1-P04,FZ24,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,P04,0,died,fzx24
1-P05,HTR30,one,pheno,htr,30,70,74,131,0,0,0.4462,0.424,0,2-Jul-15,Andrea and Jessica,4 senesced,plot_1,P05,1,NA,htr30
1-P06,AC20,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,P06,1,harv,ac20
1-P07,WT30,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,P07,0,"herb,died",wt30
1-P08,WR34,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,P08,1,harv,wrx34
1-P09,DE15,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,P09,1,harv,de15
1-P10,WT39,one,pheno,wt,39,24,28,54,0,0,0.1362,0.3097,0,18-Aug-15,Steffi ,in NB,plot_1,P10,1,NA,wt39
1-P12,HTR30,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,P12,1,harv,htr30
1-P13,FZ17,one,pheno,fz,17,27,33,54,2,0,0.0988,0.1415,0.012,not recorded,not recorded,NA,plot_1,P13,1,fewleaves,fz17
1-P14,KA16,one,pheno,ka,16,15,15,28,0,0,0.0142,0.0387,0,30-Jul-15,not recoreded,NA,plot_1,P14,1,"herb,fewleaves",ka16
1-P15,DU17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,P15,0,died,dux17
1-P16,DU17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,P16,0,died,dux17
1-P17,AC3,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,P17,0,died,acx3
1-Q01,RBE38,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,Q01,1,harv,rbe38
1-Q02,RBE38,two,pool,rbe,38,11,11,43,0,0,0.0176,0.0726,0,5-Dec-14,Simran,NA,plot_1,Q02,1,noleaves,rbex38
1-Q03,RBE17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,Q03,1,harv,rbex17
1-Q04,WT39,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,Q04,0,died,wtx39
1-Q05,RBE17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,Q05,0,"fewleaves,died",rbex17
1-Q06,HTD28,one,pheno,htd,28,7,9,49,0,0,0.0355,NA,NA,17-Jun-15,Andrea and Jessica,2 senesced,plot_1,Q06,1,NA,htd28
1-Q07,HTR30,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,Q07,0,died,htr30
1-Q08,FZ24,two,pool,fz,24,9,9,2,0,0,0.0044,0.0048,0,5-Dec-14,Simran,NA,plot_1,Q08,1,harv,fzx24
1-Q09,AC20,one,reference,ac,20,11,11,39,0,0,0.0336,0.0784,0,3-Sep-14,Rebecca,NA,plot_1,Q09,1,fewleaves,ac20
1-Q10,WT30,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,Q10,1,harv,wt30
1-Q12,FOR43,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,Q12,1,harv,for43
1-Q13,HTR25,one,reference,htr,25,6,6,54,0,0,0.0148,0.0893,0,3-Sep-14,Rebecca,NA,plot_1,Q13,1,short,htr25
1-Q14,DU17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,Q14,0,died,dux17
1-Q15,WT30,one,pheno,wt,30,26,31,179,0,0,0.0866,0.3932,0,30-Jul-15,Andrea and Jessica ,NA,plot_1,Q15,1,fewleaves,wt30
1-Q16,FZ17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,Q16,1,harv,fzx17
1-Q17,DE15,two,reference,de,15,22,22,14,0,0,0.02735,0.0763,0,5-Sep-14,Rebecca,NA,plot_1,Q17,1,fewleaves,dex15
1-R01,FOR43,one,pheno,for,43,0,6,21,0,0,0.0193,0.0468,0,30-Jul-15,Steffi ,NA,plot_1,R01,1,fewleaves,for43
1-R02,HTD28,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,R02,1,harv,htd28
1-R03,WT39,one,pheno,wt,39,17,24,47,0,0,0.073,0.2512,0,not recorded,Jing Qi,7 senesced,plot_1,R03,1,fewleaves,wt39
1-R04,WR34,two,pheno,wr,34,5,5,10,0,0,NA,NA,NA,24-Jun-15,Andrea,NA,plot_1,R04,0,died,wrx34
1-R05,FOR15,two,pheno,for,15,26,30,27,0,0,0.018,0.0334,0,19-Jun-15,Grant,4 senesced,plot_1,R05,1,fewleaves,forx15
1-R06,WR40a,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,R06,1,harv,wrx40
1-R07,RBE34,two,pheno,rbe,34,9,9,4,0,0,0.0114,0.0068,0,17-Jun-15,Andrea and Jessica,NA,plot_1,R07,1,fewleaves,rbex34
1-R08,HTD2,one,pheno,htd,2,10,17,117,0,0,0.0634,0.2716,0,17-Jun-15,Andrea and Jessica,7 senesced,plot_1,R08,1,short,htd2
1-R09,WT18,two,pheno,wt,18,6,6,4,0,0,0.0065,0.0206,0,not recorded,Grant,all dissected,plot_1,R09,1,"herb,fewleaves",wtx18
1-R10,HTR25,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,R10,1,harv,htr25
1-R11,RBE38,one,pheno,rbe,38,0,5,9,0,0,0.0076,0.0255,0,11-Aug-15,Steffi ,in notebook,plot_1,R11,1,herb,rbe38
1-R12,WR40a,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,R12,0,"small,died",wrx40
1-R13,DE15,one,pheno,de,15,80,86,103,0,0,0.2609,0.1906,0,18-Aug-15,Steffi ,NA,plot_1,R13,1,large,de15
1-R14,DU17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,R14,0,died,dux17
1-R15,DU4,two,reference,du,4,12,12,21,0,0,0.0184,0.0497,0,5-Sep-14,Rebecca,NA,plot_1,R15,1,small,dux4
1-R16,DU17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_1,R16,0,died,dux17
1-R17,AC20,two,pheno,ac,20,9,13,12,0,0,0.0146,0.0161,0,not recorded,Grant,4 senesced,plot_1,R17,0,died,acx20
2-A01,HTD28,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,A01,0,died,htdx28
2-A02,FOR43,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,A02,1,(KA24small),forx43
2-A03,WR40a,one,pheno,wr,40a,4,4,132,0,0,0.1051,0.5064,0,25-May-15,Steffi,NA,plot_2,A03,1,healthy,wr40a
2-A04,HTD2,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,A04,0,died,htdx2
2-A05,HTR25,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,A05,0,died,htrx25
2-A06,HTR1,two,pheno,htr,1,9,17,15,0,0,0.0105,0.0129,0,27-May-15,Steffi,8 senesced,plot_2,A06,1,small,htrx1
2-A07,RBE17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,A07,0,died,rbex17
2-A08,WR34,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,A08,0,died,wr34
2-A09,WT18,one,pool,wt,18,14,14,12,0,0,0.0101,0.023,0,8-Jan-15,Simran,NA,plot_2,A09,1,harv,wt18
2-A10,WR34,two,reference,wr,34,28,28,6,0,0,0.01,0.0225,0,6-Sep-14,Rebecca,NA,plot_2,A10,1,small,wrx34
2-A11,WR40a,one,pool,wr,40a,15,15,8,0,0,0.0166,0.034,0,29-Jan-15,Simran,NA,plot_2,A11,1,harv,wr40a
2-A12,FZ17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,A12,0,died,fzx17
2-A13,KA16,one,pheno,ka,16,14,14,21,0,0,0.0264,0.0362,0,2-Jul-15,Andrea and Jessica,NA,plot_2,A13,1,small,ka16
2-A14,WR34,one,pheno,wr,34,36,38,296,0,0,0.2139,2.0026,0,16-Jul-15,Andrea and Jessica,2 senesced,plot_2,A14,1,healthy,wr34
2-A15,WT18,one,pheno,wt,18,18,23,278,27,21,0.4737,5.1317,1.1074,16-Jun-15,Monika,5 senesced,plot_2,A15,1,"inflower,bagged",wt18
2-A16,HTR25,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,A16,1,small,htrx25
2-A17,DU17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,A17,0,died,dux17
2-A18,RBE17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,A18,0,died,rbex17
2-A19,AC15,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,A19,0,died,acx15
2-B01,FOR43,two,pheno,for,43,103,114,328,0,5,0.1845,1.6543,0,not recorded,Grant,11 senesced,plot_2,B01,1,healthy,forx43
2-B02,HTR1,two,pool,htr,1,4,4,9,0,0,0.0039,0.0099,0,5-Dec-14,Simran,NA,plot_2,B02,1,harv,htrx1
2-B03,FOR43,one,pool,for,43,0,0,29,0,0,0.0104,0.0777,0,not recorded,Madeline,shoot broken up,plot_2,B03,1,harv,for43
2-B04,DU17,two,pool,du,17,6,6,10,0,0,0.006,0.0139,0,not recorded,Madeline,NA,plot_2,B04,1,harv,dux17
2-B05,HTD2,two,pheno,htd,2,31,34,220,0,0,0.1294,0.4939,0,25-May-15,Nabina,3 senesced,plot_2,B05,1,healthy,htdx2
2-B06,HTR25,two,pheno,htr,25,4,8,3,0,0,0.0043,0.0029,0,20-May-15,Steffi,4 senesced,plot_2,B06,1,small,hrtx25
2-B07,AC3,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,B07,0,died,acx3
2-B08,AC3,one,pheno,ac,3,17,19,14,0,0,0.0299,0.0585,0,10-Jun-15,Andrea and Jessica,2 senesced,plot_2,B08,1,healthy,ac3
2-B09,FZ19,one,pool,fz,19,16,17,44,0,0,0.0302,0.1224,0,not recorded,Madeline,1 nodule broken,plot_2,B09,1,harv,fz19
2-B10,HTR25,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,B10,1,"inflower,bagged",htr25
2-B11,HTR1,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,B11,1,healthy,htr1
2-B12,RBE38,one,reference,rbe,38,30,30,45,0,0,0.08035,0.2038,0,6-Sep-14,Rebecca,NA,plot_2,B12,1,healthy,rbe38
2-B13,AC20,one,reference,ac,20,13,13,33,0,0,0.0248,0.1035,0,5-Sep-14,Rebecca,NA,plot_2,B13,1,healthy,ac20
2-B14,AC20,one,pheno,ac,20,14,14,374,21,0,0.1115,2.5121,0.6439,16-Jul-15,Andrea and Jessica,NA,plot_2,B14,1,"inflower,bagged",ac20
2-B15,AC3,one,pool,ac,3,19,19,42,0,0,0.0252,0.1518,0,not recorded,Madeline,NA,plot_2,B15,1,harv,ac3
2-B16,HTD2,two,pool,htd,2,0,0,0,0,0,0.0023,0.0082,0,15-Jan-15,Simran,a,plot_2,B16,1,harv,htdx2
2-B17,HTD2,two,pheno,htd,2,9,18,136,0,0,0.0839,0.5686,0,10-Jun-15,Steffi,9 senesced,plot_2,B17,1,healthy,htdx2
2-B18,HTR25,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,B18,1,small,htrx25
2-B19,HTR25,two,reference,htr,25,13,13,18,0,0,0.0115,0.0424,0,7-Sep-14,Rebecca,NA,plot_2,B19,1,small,htrx25
2-C01,WT30,two,reference,wt,30,22,22,39,0,0,0.0353,0.1476,0,5-Sep-14,Rebecca,NA,plot_2,C01,1,healthy,wtx30
2-C02,KA16,two,reference,ka,16,33,33,36,0,2,0.0722,0.3094,0,7-Sep-14,Rebecca,cluster of 9 included in count,plot_2,C02,1,healthy,kax16
2-C03,WR40a,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,C03,1,healthy,wr40a
2-C04,FOR15,one,pheno,for,15,6,12,126,0,0,0.1426,0.8258,0,25-May-15,Nabina,6 senesced,plot_2,C04,1,healthy,for15
2-C05,WT30,two,pheno,wt,30,34,34,90,0,1,0.1123,0.8973,0,21-May-15,Abby,nods not diss.,plot_2,C05,1,healthy,wtx30
2-C06,KA16,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,C06,0,died,kax16
2-C07,RBE38,one,pheno,rbe,38,12,14,24,0,0,0.0146,0.0175,0,10-Jun-15,Andrea and Jessica,2 senesced,plot_2,C07,1,small,rbe38
2-C08,FZ24,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,C08,1,harv,fz24
2-C09,KA16,one,pool,ka,16,28,28,45,0,3,0.0448,0.2806,0,15-Jan-15,Simran,NA,plot_2,C09,1,harv,ka16
2-C10,HTD2,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,C10,1,"inflower,bagged",htd2
2-C11,DE15,one,pool,de,15,23,23,20,0,0,0.2093,0.0745,0,not recorded,Simran ,NA,plot_2,C11,1,harv,de15
2-C12,HTR1,one,pheno,htr,1,21,27,149,0,0,0.1321,0.7324,0,3-Jun-15,Steffi,6 senesced,plot_2,C12,1,healthy,htr1
2-C13,FZ24,one,pheno,fz,24,22,24,27,0,0,0.0372,0.0778,0,17-Jun-15,Andrea and Jessica,2 senesced,plot_2,C13,1,small,fz24
2-C14,AC15,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,C14,1,harv,ac15
2-C15,WR34,one,pool,wr,34,NA,NA,NA,NA,NA,0.033,0.1571,0,not recorded,CHECK,NA,plot_2,C15,1,harv,wr34
2-C16,DU17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,C16,0,died,dux17
2-C17,KA16,two,pheno,ka,16,23,35,342,0,9,0.195,1.4296,0,15-Jun-15,Steffi,12 senesced,plot_2,C17,1,healthy,kax16
2-C18,HTD2,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,C18,0,died,htdx2
2-C19,HTR25,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,C19,0,died,htrx25
2-D01,HTD2,two,pool,htd,2,5,5,10,0,0,0.0038,0.0106,0,not recorded,Jing Qi,NA,plot_2,D01,1,harv,htdx2
2-D02,WT30,two,pheno,wt,30,6,6,18,0,0,0.0275,0.0467,0,30-Jul-15,not recorded,NA,plot_2,D02,1,small,wtx30
2-D03,FOR15,one,pool,for,15,4,4,34,0,0,0.016,0.0587,0,not recorded,Madeline,NA,plot_2,D03,1,harv,for15
2-D04,WR40a,one,pheno,wr,40a,44,50,174,3,2,0.1368,0.9665,0.0275,25-May-15,Steffi,6 senesced,plot_2,D04,1,healthy,wr40a
2-D05,WT39,two,pheno,wt,39,27,27,234,0,0,0.1616,1.1167,0,20-May-15,Andrea ,"final harvest, nods not dissected",plot_2,D05,1,healthy,wtx39
2-D06,DU17,two,reference,du,17,41,41,33,0,0,0.034,0.1117,0,6-Sep-14,Rebecca,NA,plot_2,D06,1,healthy,dux17
2-D07,WR31,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,D07,1,harv,wrx31
2-D08,AC20,one,pool,ac,20,4,4,0,0,0,0.0114,0.0095,0,16-Jun-15,Grant,NA,plot_2,D08,1,harv,ac20
2-D09,FOR15,one,pool,for,15,25,25,35,0,0,0.0194,0.0851,0,not recorded,Samriti,NA,plot_2,D09,1,harv,for15
2-D10,KA24,one,pheno,ka,24,71,84,49,0,0,0.1158,0.2636,0,1-Jun-15,Steffi,13 senesced,plot_1,D10,1,harv,rbe34
2-D11,FZ24,one,pheno,fz,24,62,66,162,0,0,0.139,0.8209,0,16-Jul-15,Andrea and Jessica,4 senesced,plot_2,D11,1,healthy,fz24
2-D12,DU17,one,pheno,du,17,18,18,171,11,6,0.0862,0.5026,0,not recorded,Samriti,NA,plot_2,D12,1,"inflower,bagged",du17
2-D13,WT30,one,pool,wt,30,5,5,6,0,0,0.0085,0.0126,0,not recorded,Madeline,NA,plot_2,D13,1,harv,wt30
2-D14,WR40a,one,reference,wr,40a,12,12,99,0,0,0.0971,0.6328,0,6-Sep-14,Rebecca,NA,plot_2,D14,1,healthy,wr40a
2-D15,FOR15,one,reference,for,15,35,35,96,0,0,0.1337,0.9152,0,7-Sep-14,Rebecca,NA,plot_2,D15,1,healthy,for15
2-D16,HTD2,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,D16,0,died,htdx2
2-D17,DU17,two,pheno,du,17,9,15,53,0,0,0.0278,0.1006,0,10-Jun-15,Steffi,6 senesced,plot_2,D17,1,fewleaves,dux17
2-D18,KA16,two,pheno,ka,16,19,19,125,0,0,0.0884,0.4109,0,11-Jun-15,Grant ,NA,plot_2,D18,1,healthy,kax16
2-D19,HTD2,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,D19,0,died,htdx2
2-E01,RBE34,two,pool,rbe,34,9,9,7,0,0,0.0064,0.0088,0,not recorded,Madeline,NA,plot_2,E01,1,harv,rbex34
2-E02,HTD28,one,pheno,htd,28,39,43,307,0,0,0.1768,1.1888,0,not recorded,Grant,4 senesced,plot_2,E02,1,healthy,htd28
2-E03,KA24,one,pool,ka,24,3,3,19,0,0,0.01015,0.0363,0,5-Dec-14,Simran,NA,plot_2,E03,1,harv,ka24
2-E04,HTR1,two,pheno,htr,1,20,22,39,0,0,0.0293,0.0888,0,25-May-15,Steffi,2 senesced,plot_2,E04,1,small,htrx1
2-E05,HTD28,two,reference,htd,28,6,6,24,0,0,0.0133,0.07455,0,7-Sep-14,Rebecca,NA,plot_2,E05,1,small,htdx28
2-E06,RBE17,two,pheno,rbe,17,30,30,127,4,0,0.103,0.619,0.0559,20-May-15,Andrea ,"final harvest, nods not dissected",plot_2,E06,1,"inflower,bagged",rbex17
2-E07,FZ19,two,reference,fz,19,33,33,21,0,1,0.0343,0.1986,0,5-Sep-14,Rebecca,NA,plot_2,E07,1,healthy,fzx19
2-E08,RBE17,one,pheno,rbe,17,41,44,106,0,0,0.1186,0.3767,0,10-Jun-15,Andrea and Jessica,3 senesced,plot_2,E08,1,healthy,rbe17
2-E09,RBE34,one,pheno,rbe,34,43,81,206,38,6,0.1532,0.9994,1.0921,3-Jun-15,Steffi,"38 senesced, in NB",plot_2,E09,1,"inflower,bagged",rbe34
2-E10,HTR1,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,E10,1,healthy,htr1
2-E11,AC20,one,NA,AC,20,59,66,216,17,0,0.2028,1.0947,0.4122,30-Jul-15,Andrea and Jessica ,NA,plot_2,E11,1,"inflower,bagged",ac20
2-E12,FZ24,one,pheno,fz,24,42,51,72,0,0,0.0756,0.2798,0,10-Jun-15,Steffi,9 senesced,plot_2,E12,1,healthy,fz24
2-E13,HTR30,one,pool,htr,30,7,7,25,0,0,0.0074,0.0352,0,22-Sep-14,Junielle,NA,plot_2,E13,1,harv,htr30
2-E14,WT18,one,pool,wt,18,22,25,22,0,0,0.0164,0.067,0,16-Jun-15,Grant,3 senesced,plot_2,E14,1,harv,wt18
2-E15,FZ24,one,pheno,fz,24,11,11,445,0,23,0.1595,1.6744,0,not recorded,Samriti,NA,plot_2,E15,1,healthy,fz24
2-E16,WT39,two,reference,wt,39,53,53,39,0,2,0.08115,0.3746,0,6-Sep-14,Rebecca,NA,plot_2,E16,1,"inflower,bagged",wtx39
2-E17,HTD2,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,E17,0,died,htdx2
2-E18,HTR1,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,E18,0,died,htrx1
2-E19,HTR1,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,E19,1,harv,htrx1
2-F01,HTD2,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,F01,0,died,htdx2
2-F02,RBE17,two,pool,rbe,17,4,4,8,0,0,0.0054,0.0237,0,22-Jan-15,Simran,NA,plot_2,F02,1,harv,rbex17
2-F03,HTR30,one,pool,htr,30,8,8,41,0,0,0.0164,0.089,0,5-Dec-14,Simran,NA,plot_2,F03,1,healthy,htr30
2-F04,FZ19,one,pheno,fz,19,13,13,178,10,5,0.1475,0.6109,0.1357,25-May-15,Nabina,NA,plot_2,F04,1,"inflower,bagged",fz19
2-F05,RBE34,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,F05,0,died,rbex34
2-F06,HTR1,two,reference,htr,1,25,25,24,0,0,0.0237,0.1236,0,7-Sep-14,Rebecca,NA,plot_2,F06,1,healthy,htrx1
2-F07,DU17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,F07,1,healthy,dux17
2-F08,HTD2,one,pheno,htd,2,33,43,235,6,7,0.124,0.8645,0.1726,3-Jun-15,Steffi,10 senesced,plot_2,F08,1,"inflower,bagged",htd2
2-F09,FOR15,one,pheno,for,15,23,26,109,0,0,0.0885,0.423,0,3-Jun-15,Andrea and Jessica,3 senesced,plot_2,F09,1,healthy,for15
2-F10,DU4,one,reference,du,4,83,83,81,0,0,0.06885,0.5088,0,7-Sep-14,Rebecca,all dissected,plot_2,F10,1,healthy,du4
2-F11,AC15,one,pool,ac,15,31,37,28,3,0,0.0388,0.188,0.015,27-May-15,Andrea and Jessica,6 senesced,plot_2,F11,1,harv,ac15
2-F12,HTR1,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,F12,1,small,htr1
2-F13,HTR1,one,pheno,htr,1,6,12,85,0,0,0.0475,0.3646,0,10-Jun-15,Steffi,6 senesced,plot_2,F13,1,healthy,htr1
2-F14,FOR43,one,pool,for,43,27,27,46,0,0,0.0516,0.1665,0,2-Apr-15,Simran ,NA,plot_2,F14,1,harv,for43
2-F15,KA16,one,pheno,KA,16,0,4,151,0,0,NA,NA,NA,10-Jun-15,Steffi,NA,plot_2,F15,1,"inflower,bagged",ka16
2-F16,AC15,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,F16,1,healthy,acx15
2-F17,WT39,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,F17,0,died,wtx39
2-F18,HTR25,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,F18,0,died,htrx25
2-F19,FOR43,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,F19,0,died,forx43
2-G01,FOR43,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,G01,0,died,forx43
2-G02,KA16,two,pheno,ka,16,48,61,129,0,0,0.0955,0.3758,0,not recorded,Grant,13 senesced,plot_2,G02,1,healthy,kax16
2-G03,AC20,one,pool,ac,20,13,13,44,0,0,0.017,0.0933,0,5-Dec-14,Simran,NA,plot_2,G03,1,harv,ac20
2-G04,HTD2,two,pheno,htd,2,22,25,95,0,0,0.775,0.2731,0,27-May-15,Steffi,3 senesced,plot_2,G04,1,healthy,htdx2
2-G05,HTR1,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,G05,1,harv,htrx1
2-G06,AC15,two,reference,ac,15,33,33,36,1,6,0.0803,0.3962,0,7-Sep-14,Rebecca,NA,plot_2,G06,0,died,acx15
2-G07,WT18,one,pheno,wt,18,22,24,129,0,0,0.1419,0.6121,0,10-Jun-15,Andrea and Jessica,2 senesced,plot_2,G07,1,healthy,wt18
2-G08,DE7,one,pheno,de,7,32,37,254,3,0,0.2406,2.219,0.022,10-Jun-15,Andrea and Jessica,5 senesced,plot_2,G08,1,healthy,de7
2-G09,FZ19,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,G09,1,healthy,fz19
2-G10,HTD2,one,pheno,htd,2,22,28,52,12,0,0.1258,0.7973,0.3524,3-Jun-15,Andrea and Jessica,6 senesced,plot_2,G10,1,"inflower,bagged",htd2
