"position","block","line","pop","survival","leaf","nod","plant_ID","shoot","root","choice","totalred","env","dataset","diss","flo","fru","flo_bin"
"N14","one","HTR25","HTR",1,121,16,"NR-68",311.2,50.9,NA,NA,"plot_2","KSR-field","Steffi",0,0,0
"F05","one","KA16","KA",1,122,8,"NR-69",NA,NA,NA,NA,"plot_2","KSR-field","Steffi",7,3,1
"H03","one","KA24","KA",1,64,10,"NR-70",14.5,8.6,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"J16","one","RBE34","RBE",1,19,11,"NR-71",122.2,18.6,NA,NA,"plot_1","KSR-field","Simran",0,0,0
"Q02","two","RBE38","RBE",1,3,10,"NR-73",15.3,10.1,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"B19","two","HTR25","HTR",1,45,6,"NR-74",62.7,15.6,NA,NA,"plot_2","KSR-field","Grant",0,0,0
"E06","one","HTR1","HTR",1,114,79,"NR-76",358.2,159.4,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"G12","two","FOR26","FOR",1,37,7,"NR-77",56.6,22.8,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0,0
"G15","two","WT30","WT",1,32,7,"NR-78",121.7,21.6,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"G17","two","HTD28","HTD",1,101,10,"NR-79",387.8,38.6,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0,0
"I18","two","RBE38","RBE",1,71,24,"NR-80",NA,NA,NA,NA,"plot_3","KSR-field","Grant",0,0,0
"I18","two","RBE38","RBE",1,29,19,"NR-81",70.4,8.8,NA,NA,"plot_3","KSR-field","Samriti",0,0,0
"K11","two","FOR15","FOR",1,13,8,"NR-82",24.9,8,NA,NA,"plot_3","KSR-field","Madeline",0,0,0
